PW_gene	PW_id	PW_name						
AT2G22240	PWY-2301	<i>myo</i>-inositol biosynthesis	MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN	5.5.1.4	AT2G22240-MONOMER	Ins(3)P1 synthase	AT2G22240	AT2G22240
AT1G31190	PWY-2301	<i>myo</i>-inositol biosynthesis	MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN	3.1.3.25	AT1G31190-MONOMER	inositol-1(or 4)-monophosphatase	AT1G31190	AT1G31190
AT5G20980	PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II	HOMOCYSMET-RXN	2.1.1.14	AT5G20980-MONOMER	5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase	AT5G20980	AT5G20980
AT5G17920	PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II	HOMOCYSMET-RXN	2.1.1.14	AT5G17920-MONOMER	5-methyltetrahydropteroyltriglutamate:homocysteine S-methyltransferase	AT5G17920	AT5G17920
AT4G13940	PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II	ADENOSYLHOMOCYSTEINASE-RXN	3.3.1.1	AT4G13940-MONOMER	adenosylhomocysteinase	AT4G13940	AT4G13940
AT4G01850	PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II	S-ADENMETSYN-RXN	2.5.1.6	AT4G01850-MONOMER	methionine adenosyltransferase	AT4G01850	AT4G01850
AT3G23810	PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II	ADENOSYLHOMOCYSTEINASE-RXN	3.3.1.1	AT3G23810-MONOMER	adenosylhomocysteinase	AT3G23810	AT3G23810
AT3G17390	PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II	S-ADENMETSYN-RXN	2.5.1.6	AT3G17390-MONOMER	methionine adenosyltransferase	AT3G17390	AT3G17390
AT3G03780	PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II	HOMOCYSMET-RXN	2.1.1.14	AT3G03780-MONOMER	methionine synthase	AT3G03780	AT3G03780
AT2G36880	PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II	S-ADENMETSYN-RXN	2.5.1.6	AT2G36880-MONOMER	methionine adenosyltransferase	AT2G36880	AT2G36880
AT1G02500	PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II	S-ADENMETSYN-RXN	2.5.1.6	CPLX-1362	methionine adenosyltransferase	AT1G02500	SAM-1
AT2G05830	PWY-6755	<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation	5.3.1.23-RXN	5.3.1.23	AT2G05830-MONOMER	5-methylthioribose-1-phosphate isomerase	AT2G05830	AT2G05830
AT4G38800	PWY-6754	<i>S</i>-methyl-5'-thioadenosine degradation I	METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN	3.2.2.16	AT4G38800-MONOMER	methylthioadenosine nucleosidase	AT4G38800	AT4G38800
AT4G34840	PWY-6754	<i>S</i>-methyl-5'-thioadenosine degradation I	METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN	3.2.2.16	AT4G34840-MONOMER	methylthioadenosine nucleosidase	AT4G34840	AT4G34840
AT1G49820	PWY-6754	<i>S</i>-methyl-5'-thioadenosine degradation I	5-METHYLTHIORIBOSE-KINASE-RXN	2.7.1.100	AT1G49820-MONOMER	S-methyl-5-thioribose kinase	AT1G49820	AT1G49820
AT5G47770	PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	FPPSYN-RXN	2.5.1.10	AT5G47770-MONOMER	geranyltranstransferase	AT5G47770	FPS1
AT5G47770	PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	GPPSYN-RXN	2.5.1.1	AT5G47770-MONOMER	dimethylallyltranstransferase	AT5G47770	FPS1
AT5G16440	PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	IPPISOM-RXN	5.3.3.2	AT5G16440-MONOMER	isopentenyl-diphosphate delta-isomerase	AT5G16440	IPP1
AT4G38460	PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	FPPSYN-RXN	2.5.1.10	AT4G38460-MONOMER	"(2<i>E</i>,6<i>E</i>)-farnesyl diphosphate synthase"	AT4G38460	AT4G38460
AT4G36810	PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	FPPSYN-RXN	2.5.1.10	AT4G36810-MONOMER	"(2<i>E</i>,6<i>E</i>)-farnesyl diphosphate synthase"	AT4G36810	GGPS1
AT4G36810	PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	GPPSYN-RXN	2.5.1.1	AT4G36810-MONOMER	dimethylallyl<i>trans</i>transferase	AT4G36810	GGPS1
AT4G17190	PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	FPPSYN-RXN	2.5.1.10	AT4G17190-MONOMER	geranyltranstransferase	AT4G17190	FPS2
AT4G17190	PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	GPPSYN-RXN	2.5.1.1	AT4G17190-MONOMER	dimethylallyltranstransferase	AT4G17190	FPS2
AT3G32040	PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	FPPSYN-RXN	2.5.1.10	AT3G32040-MONOMER	"(2<i>E</i>,6<i>E</i>)-farnesyl diphosphate synthase"	AT3G32040	AT3G32040
AT3G32040	PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	GPPSYN-RXN	2.5.1.1	AT3G32040-MONOMER	dimethylallyl<i>trans</i>transferase	AT3G32040	AT3G32040
AT3G29430	PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	FPPSYN-RXN	2.5.1.10	AT3G29430-MONOMER	"(2<i>E</i>,6<i>E</i>)-farnesyl diphosphate synthase"	AT3G29430	AT3G29430
AT3G29430	PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	GPPSYN-RXN	2.5.1.1	AT3G29430-MONOMER	dimethylallyl<i>trans</i>transferase	AT3G29430	AT3G29430
AT3G20160	PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	FPPSYN-RXN	2.5.1.10	AT3G20160-MONOMER	"(2<i>E</i>,6<i>E</i>)-farnesyl diphosphate synthase"	AT3G20160	AT3G20160
AT3G20160	PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	GPPSYN-RXN	2.5.1.1	AT3G20160-MONOMER	dimethylallyl<i>trans</i>transferase	AT3G20160	AT3G20160
AT3G14550	PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	FPPSYN-RXN	2.5.1.10	AT3G14550-MONOMER	"(2<i>E</i>,6<i>E</i>)-farnesyl diphosphate synthase"	AT3G14550	GGPS3
AT3G14550	PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	GPPSYN-RXN	2.5.1.1	AT3G14550-MONOMER	dimethylallyl<i>trans</i>transferase	AT3G14550	GGPS3
AT3G14530	PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	FPPSYN-RXN	2.5.1.10	AT3G14530-MONOMER	"(2<i>E</i>,6<i>E</i>)-farnesyl diphosphate synthase"	AT3G14530	AT3G14530
AT3G14530	PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	GPPSYN-RXN	2.5.1.1	AT3G14530-MONOMER	dimethylallyl<i>trans</i>transferase	AT3G14530	AT3G14530
AT3G14510	PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	FPPSYN-RXN	2.5.1.10	AT3G14510-MONOMER	"(2<i>E</i>,6<i>E</i>)-farnesyl diphosphate synthase"	AT3G14510	AT3G14510
AT3G14510	PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	GPPSYN-RXN	2.5.1.1	AT3G14510-MONOMER	dimethylallyl<i>trans</i>transferase	AT3G14510	AT3G14510
AT3G02780	PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	IPPISOM-RXN	5.3.3.2	AT3G02780-MONOMER	isopentenyl-diphosphate delta-isomerase	AT3G02780	IPP2
AT2G34630	PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	GPPSYN-RXN	2.5.1.1	AT2G34630-MONOMER	geranylpyrophosphate synthase	AT2G34630	GPPS
AT2G23800	PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	FPPSYN-RXN	2.5.1.10	AT2G23800-MONOMER	"(2<i>E</i>,6<i>E</i>)-farnesyl diphosphate synthase"	AT2G23800	GGPS2
AT2G23800	PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	GPPSYN-RXN	2.5.1.1	AT2G23800-MONOMER	dimethylallyl<i>trans</i>transferase	AT2G23800	GGPS2
AT2G18640	PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	FPPSYN-RXN	2.5.1.10	AT2G18640-MONOMER	"(2<i>E</i>,6<i>E</i>)-farnesyl diphosphate synthase"	AT2G18640	GGPS4
AT2G18640	PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	GPPSYN-RXN	2.5.1.1	AT2G18640-MONOMER	dimethylallyl<i>trans</i>transferase	AT2G18640	GGPS4
AT2G18620	PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	FPPSYN-RXN	2.5.1.10	AT2G18620-MONOMER	farnesyl diphosphate synthase	AT2G18620	AT2G18620
AT2G18620	PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	GPPSYN-RXN	2.5.1.1	AT2G18620-MONOMER	dimethylallyl<i>trans</i>transferase	AT2G18620	AT2G18620
AT1G79690	PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	IPPISOM-RXN	5.3.3.2	AT1G79690-MONOMER	isopentenyl pyrophosphate isomerase	AT1G79690	AT1G79690
AT1G49530	PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	FPPSYN-RXN	2.5.1.10	AT1G49530-MONOMER	"(2<i>E</i>,6<i>E</i>)-farnesyl diphosphate synthase"	AT1G49530	GGPS6
AT1G49530	PWY-5123	"<i>trans, trans</i>-farnesyl diphosphate biosynthesis"	GPPSYN-RXN	2.5.1.1	AT1G49530-MONOMER	dimethylallyl<i>trans</i>transferase	AT1G49530	GGPS6
AT5G04230	PWY-6457	<i>trans</i>-cinnamoyl-CoA biosynthesis	PHENYLALANINE-AMMONIA-LYASE-RXN	4.3.1.24	AT5G04230-MONOMER	phenylalanine ammonia-lyase	AT5G04230	PAL3
AT3G53260	PWY-6457	<i>trans</i>-cinnamoyl-CoA biosynthesis	PHENYLALANINE-AMMONIA-LYASE-RXN	4.3.1.24	AT3G53260-MONOMER	phenylalanine ammonia lyase	AT3G53260	PAL2
AT3G10340	PWY-6457	<i>trans</i>-cinnamoyl-CoA biosynthesis	PHENYLALANINE-AMMONIA-LYASE-RXN	4.3.1.24	AT3G10340-MONOMER	phenylalanine ammonia-lyase	AT3G10340	PAL4
AT2G37040	PWY-6457	<i>trans</i>-cinnamoyl-CoA biosynthesis	PHENYLALANINE-AMMONIA-LYASE-RXN	4.3.1.24	AT2G37040-MONOMER	phenylalanine ammonia lyase	AT2G37040	PAL1
AT5G17230	PWY-6475	<i>trans</i>-lycopene biosynthesis II (plants)	RXNARA-8002	2.5.1.32	AT5G17230-MONOMER	phytoene synthase	AT5G17230	PSY
AT5G17230	PWY-6475	<i>trans</i>-lycopene biosynthesis II (plants)	2.5.1.32-RXN	2.5.1.32	AT5G17230-MONOMER	prephytoene synthase	AT5G17230	PSY
AT4G14210	PWY-6475	<i>trans</i>-lycopene biosynthesis II (plants)	RXN-12244	1.3.5.5	CPLX1F-15	"15,9'-di-<i>cis</i>-phytofluene desaturase"	AT4G14210	PDS
AT4G14210	PWY-6475	<i>trans</i>-lycopene biosynthesis II (plants)	RXN-12243	1.3.5.5	CPLX1F-15	15-<i>cis</i>-phytoene desaturase	AT4G14210	PDS
AT3G04870	PWY-6475	<i>trans</i>-lycopene biosynthesis II (plants)	RXN-11357	1.3.5.6	CPLX1F-19	"7,9,9'-<i>cis</i>-neurosporene desaturase"	AT3G04870	ZDS
AT3G04870	PWY-6475	<i>trans</i>-lycopene biosynthesis II (plants)	RXN-11356	1.3.5.6	CPLX1F-19	"9,9'-di-<i>cis</i>-&zeta;-carotene desaturase"	AT3G04870	ZDS
AT1G10830	PWY-6475	<i>trans</i>-lycopene biosynthesis II (plants)	RXN-11354	5.2.1.12	AT1G10830-MONOMER	&zeta;-carotene isomerase	AT1G10830	Z-ISO
AT1G06820	PWY-6475	<i>trans</i>-lycopene biosynthesis II (plants)	RXN-8042	5.2.1.13	AT1G06820-MONOMER	prolycopene isomerase	AT1G06820	CRTISO
AT5G38450	PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4308	-	AT5G38450-MONOMER	cytokinin <i>trans</i>-hydroxylase	AT5G38450	CYP735A1
AT5G38450	PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4306	-	AT5G38450-MONOMER	cytokinin <i>trans</i>-hydroxylase	AT5G38450	CYP735A1
AT5G38450	PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4304	-	AT5G38450-MONOMER	cytokinin <i>trans</i>-hydroxylase	AT5G38450	CYP735A1
AT5G19040	PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4307	2.5.1.27	AT5G19040-MONOMER	DMAPP:AMP isopentenyltransferase	AT5G19040	IPT5
AT5G19040	PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4305	2.5.1.-	AT5G19040-MONOMER	DMAPP:ATP/ADP isopentenyltransferase	AT5G19040	IPT5
AT5G19040	PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4303	2.5.1.-	AT5G19040-MONOMER	DMAPP:ATP/ADP isopentenyltransferase	AT5G19040	IPT5
AT4G24650	PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4305	2.5.1.-	AT4G24650-MONOMER	DMAPP:ATP/ADP isopentenyltransferase	AT4G24650	IPT4
AT4G24650	PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4303	2.5.1.-	AT4G24650-MONOMER	DMAPP:ATP/ADP isopentenyltransferase	AT4G24650	IPT4
AT3G63110	PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4307	2.5.1.27	AT3G63110-MONOMER	DMAPP:AMP isopentenyltransferase	AT3G63110	IPT3
AT3G63110	PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4305	2.5.1.-	AT3G63110-MONOMER	DMAPP:ADP isopentenyltransferase	AT3G63110	IPT3
AT3G63110	PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4303	2.5.1.-	AT3G63110-MONOMER	DMAPP:ATP isopentenyltransferase	AT3G63110	IPT3
AT3G23630	PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4307	2.5.1.27	AT3G23630-MONOMER	DMAPP:AMP isopentenyltransferase	AT3G23630	IPT7
AT3G23630	PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4305	2.5.1.-	AT3G23630-MONOMER	DMAPP:ADP isopentenyltransferase	AT3G23630	IPT7
AT3G23630	PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4303	2.5.1.-	AT3G23630-MONOMER	DMAPP:ATP isopentenyltransferase	AT3G23630	IPT7
AT3G19160	PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4307	2.5.1.27	AT3G19160-MONOMER	DMAPP:AMP isopentenyltransferase	AT3G19160	IPT8
AT1G68460	PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4307	2.5.1.27	AT1G68460-MONOMER	DMAPP:AMP isopentenyltransferase	AT1G68460	IPT1
AT1G68460	PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4305	2.5.1.-	AT1G68460-MONOMER	DMAPP:ATP/ADP isopentenyltransferase	AT1G68460	IPT1
AT1G68460	PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4303	2.5.1.-	AT1G68460-MONOMER	DMAPP:ATP/ADP isopentenyltransferase	AT1G68460	IPT1
AT1G67110	PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4308	-	AT1G67110-MONOMER	cytokinin <i>trans</i>-hydroxylase	AT1G67110	CYP735A2
AT1G67110	PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4306	-	AT1G67110-MONOMER	cytokinin <i>trans</i>-hydroxylase	AT1G67110	CYP735A2
AT1G67110	PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4304	-	AT1G67110-MONOMER	cytokinin <i>trans</i>-hydroxylase	AT1G67110	CYP735A2
AT1G25410	PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4307	2.5.1.27	AT1G25410-MONOMER	DMAPP:ADP isopentenyltransferase	AT1G25410	IPT6
AT1G25410	PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4305	2.5.1.-	AT1G25410-MONOMER	DMAPP:ADP isopentenyltransferase	AT1G25410	IPT6
AT1G25410	PWY-2681	<i>trans</i>-zeatin biosynthesis	RXN-4303	2.5.1.-	AT1G25410-MONOMER	DMAPP:ATP isopentenyltransferase	AT1G25410	IPT6
AT5G48950	PWY-5791	"1,4-dihydroxy-2-naphthoate biosynthesis II (plants)"	RXN-9311	3.1.2.28	AT5G48950-MONOMER	"1,4-dihydroxy-2-naphthoyl-CoA thioesterase"	AT5G48950	DHNAT2
AT1G74710	PWY-5791	"1,4-dihydroxy-2-naphthoate biosynthesis II (plants)"	ISOCHORSYN-RXN	5.4.4.2	AT1G74710-MONOMER	isochorismate synthase	AT1G74710	ICS1
AT1G68890	PWY-5791	"1,4-dihydroxy-2-naphthoate biosynthesis II (plants)"	RXN-9311	3.1.2.28	AT1G68890-MONOMER	"1,4-dihydroxy-2-naphthoyl-CoA thiolesterase"	AT1G68890	AT1G68890
AT1G68890	PWY-5791	"1,4-dihydroxy-2-naphthoate biosynthesis II (plants)"	O-SUCCINYLBENZOATE-COA-SYN-RXN	4.2.1.113	AT1G68890-MONOMER	o-succinylbenzoate synthase	AT1G68890	AT1G68890
AT1G68890	PWY-5791	"1,4-dihydroxy-2-naphthoate biosynthesis II (plants)"	2.5.1.64-RXN	2.2.1.9	AT1G68890-MONOMER	"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase"	AT1G68890	AT1G68890
AT1G60550	PWY-5791	"1,4-dihydroxy-2-naphthoate biosynthesis II (plants)"	NAPHTHOATE-SYN-RXN	4.1.3.36	AT1G60550-MONOMER	naphthoate synthase	AT1G60550	AT1G60550
AT1G48320	PWY-5791	"1,4-dihydroxy-2-naphthoate biosynthesis II (plants)"	RXN-9311	3.1.2.28	AT1G48320-MONOMER	"1,4-dihydroxy-2-naphthoyl-CoA thioesterase"	AT1G48320	DHNAT1
AT1G30520	PWY-5791	"1,4-dihydroxy-2-naphthoate biosynthesis II (plants)"	RXN-7614	6.2.1.26	AT1G30520-MONOMER	o-succinylbenzoate-CoA ligase	AT1G30520	AT1G30520
AT1G18870	PWY-5791	"1,4-dihydroxy-2-naphthoate biosynthesis II (plants)"	ISOCHORSYN-RXN	5.4.4.2	AT1G18870-MONOMER	isochorismate synthase	AT1G18870	ICS2
AT5G61760	PWY-6361	"1D-<i>myo</i>-inositol hexakisphosphate biosynthesis I  (from Ins(1,4,5)P3)"	RXN-7184	2.7.1.151	AT5G61760-MONOMER	polyphosphate 6-kinase	AT5G61760	IPK2&beta;
AT5G61760	PWY-6361	"1D-<i>myo</i>-inositol hexakisphosphate biosynthesis I  (from Ins(1,4,5)P3)"	2.7.1.151-RXN	2.7.1.151	AT5G61760-MONOMER	polyphosphate 6-kinase	AT5G61760	IPK2&beta;
AT5G61760	PWY-6361	"1D-<i>myo</i>-inositol hexakisphosphate biosynthesis I  (from Ins(1,4,5)P3)"	RXN-7162	2.7.1.151	AT5G61760-MONOMER	polyphosphate 3-kinase	AT5G61760	IPK2&beta;
AT5G42810	PWY-6361	"1D-<i>myo</i>-inositol hexakisphosphate biosynthesis I  (from Ins(1,4,5)P3)"	RXN-7163	2.7.1.158	AT5G42810-MONOMER	polyphosphate 2-kinase	AT5G42810	IPK1
AT5G07370	PWY-6361	"1D-<i>myo</i>-inositol hexakisphosphate biosynthesis I  (from Ins(1,4,5)P3)"	RXN-7184	2.7.1.151	AT5G07370-MONOMER	polyphosphate 6-kinase	AT5G07370	IPK2&alpha;
AT5G07370	PWY-6361	"1D-<i>myo</i>-inositol hexakisphosphate biosynthesis I  (from Ins(1,4,5)P3)"	2.7.1.151-RXN	2.7.1.151	AT5G07370-MONOMER	polyphosphate 6-kinase	AT5G07370	IPK2&alpha;
AT5G07370	PWY-6361	"1D-<i>myo</i>-inositol hexakisphosphate biosynthesis I  (from Ins(1,4,5)P3)"	RXN-7162	2.7.1.151	AT5G07370-MONOMER	polyphosphate 3-kinase	AT5G07370	IPK2&alpha;
AT1G59312	PWY-6361	"1D-<i>myo</i>-inositol hexakisphosphate biosynthesis I  (from Ins(1,4,5)P3)"	RXN-7163	2.7.1.158	AT1G59312-MONOMER	inositol-pentakisphosphate 2-kinase	AT1G59312	AT1G59312
AT1G58936	PWY-6361	"1D-<i>myo</i>-inositol hexakisphosphate biosynthesis I  (from Ins(1,4,5)P3)"	RXN-7163	2.7.1.158	AT1G58936-MONOMER	inositol-pentakisphosphate 2-kinase	AT1G58936	AT1G58936
AT1G58643	PWY-6361	"1D-<i>myo</i>-inositol hexakisphosphate biosynthesis I  (from Ins(1,4,5)P3)"	RXN-7163	2.7.1.158	AT1G58643-MONOMER	inositol-pentakisphosphate 2-kinase	AT1G58643	AT1G58643
AT1G22100	PWY-6361	"1D-<i>myo</i>-inositol hexakisphosphate biosynthesis I  (from Ins(1,4,5)P3)"	RXN-7163	2.7.1.158	AT1G22100-MONOMER	inositol-pentakisphosphate 2-kinase	AT1G22100	AT1G22100
AT5G58730	PWY-4661	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>)	MYO-INOSITOL-1-KINASE-RXN	2.7.1.64	AT5G58730-MONOMER	myo-inositol kinase	AT5G58730	AT5G58730
AT5G42810	PWY-4661	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>)	RXN-7163	2.7.1.158	AT5G42810-MONOMER	polyphosphate 2-kinase	AT5G42810	IPK1
AT5G16760	PWY-4661	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>)	2.7.1.134-RXN	2.7.1.134	AT5G16760-MONOMER	inositol-tetrakisphosphate 1-kinase	AT5G16760	AT5G16760
AT5G10170	PWY-4661	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>)	MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN	5.5.1.4	AT5G10170-MONOMER	inositol-1-phosphate synthase	AT5G10170	AT5G10170
AT4G39800	PWY-4661	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>)	MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN	5.5.1.4	AT4G39800-MONOMER	inositol-1-phosphate synthase	AT4G39800	AT4G39800
AT4G33770	PWY-4661	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>)	2.7.1.134-RXN	2.7.1.134	AT4G33770-MONOMER	inositol-tetrakisphosphate 1-kinase	AT4G33770	AT4G33770
AT4G08170	PWY-4661	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>)	2.7.1.134-RXN	2.7.1.134	AT4G08170-MONOMER	inositol-tetrakisphosphate 1-kinase	AT4G08170	AT4G08170
AT2G43980	PWY-4661	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>)	2.7.1.134-RXN	2.7.1.134	AT2G43980-MONOMER	inositol-tetrakisphosphate 1-kinase	AT2G43980	AT2G43980
AT2G22240	PWY-4661	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>)	MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN	5.5.1.4	AT2G22240-MONOMER	Ins(3)P1 synthase	AT2G22240	AT2G22240
AT1G59312	PWY-4661	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>)	RXN-7163	2.7.1.158	AT1G59312-MONOMER	inositol-pentakisphosphate 2-kinase	AT1G59312	AT1G59312
AT1G58936	PWY-4661	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>)	RXN-7163	2.7.1.158	AT1G58936-MONOMER	inositol-pentakisphosphate 2-kinase	AT1G58936	AT1G58936
AT1G58643	PWY-4661	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>)	RXN-7163	2.7.1.158	AT1G58643-MONOMER	inositol-pentakisphosphate 2-kinase	AT1G58643	AT1G58643
AT1G22100	PWY-4661	1D-<i>myo</i>-inositol hexakisphosphate biosynthesis III (<i>Spirodela polyrrhiza</i>)	RXN-7163	2.7.1.158	AT1G22100-MONOMER	inositol-pentakisphosphate 2-kinase	AT1G22100	AT1G22100
AT5G61760	PWY-6554	"1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)"	2.7.1.140-RXN	2.7.1.140	AT5G61760-MONOMER	polyphosphate 5-kinase	AT5G61760	IPK2&beta;
AT5G61760	PWY-6554	"1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)"	RXN-7184	2.7.1.151	AT5G61760-MONOMER	polyphosphate 6-kinase	AT5G61760	IPK2&beta;
AT5G42810	PWY-6554	"1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)"	RXN-7163	2.7.1.158	AT5G42810-MONOMER	polyphosphate 2-kinase	AT5G42810	IPK1
AT5G16760	PWY-6554	"1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)"	2.7.1.133-RXN	2.7.1.159	AT5G16760-MONOMER	"Ins(1,3,4)P<sub>3</sub> 6-kinase"	AT5G16760	AT5G16760
AT5G16760	PWY-6554	"1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)"	2.7.1.139-RXN	2.7.1.159	AT5G16760-MONOMER	"Ins(1,3,4)P<sub>3</sub> 5-kinase"	AT5G16760	AT5G16760
AT5G07370	PWY-6554	"1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)"	2.7.1.140-RXN	2.7.1.140	AT5G07370-MONOMER	polyphosphate 5-kinase	AT5G07370	IPK2&alpha;
AT5G07370	PWY-6554	"1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)"	RXN-7184	2.7.1.151	AT5G07370-MONOMER	polyphosphate 6-kinase	AT5G07370	IPK2&alpha;
AT4G33770	PWY-6554	"1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)"	2.7.1.133-RXN	2.7.1.159	AT4G33770-MONOMER	"Ins(1,3,4)P3 6-kinase"	AT4G33770	AT4G33770
AT4G33770	PWY-6554	"1D-<i>myo</i>-inositol hexakisphosphate biosynthesis V (from Ins(1,3,4)P3)"	2.7.1.139-RXN	2.7.1.159	AT4G33770-MONOMER	"Ins(1,3,4)P3 5-kinase"	AT4G33770	AT4G33770
